developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,True,,,0.0,,30.766666666666666,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,50 - 100,GLOBAL,True,True,low,99.0,,84.2,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21599,Entertainment,10000000 - 50000000,tablet,True,,,0.0,0.0231931772948013,22.23333333333333,3.0,,low,low
UNITED STATES,GLOBAL,0,Shopping,10 - 50,GLOBAL,True,,,0.0,,78.46666666666667,5.0,,low,low
CHINA,IN,12221,Games,,tablet,True,False,high,99.0,1.9651444242183465,31.666666666666668,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Finance,,GLOBAL,True,,,,,59.1,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,ZM,0,Tools,1 - 5,smartphone,True,,,0.0,0.4343171519120802,0.5333333333333333,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,True,,,,,49.36666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,True,low,99.0,,76.2,0.0,,low,low
REPUBLIC OF KOREA,GLOBAL,0,Shopping,,GLOBAL,True,,,0.0,,40.06666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,,,0.0,,48.6,,,low,low
UKRAINE,GLOBAL,0,Games,,GLOBAL,True,,,,,32.43333333333333,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,False,high,,,38.36666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,True,True,low,99.0,,8.6,0.0,,low,low
HONG KONG,KG,62771,Games,50000000 - 100000000,smartphone,True,False,high,99.0,509.0911195464122,51.7,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,132,Tools,10000 - 50000,GLOBAL,,,,99.0,,91.7,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Social Networking,,GLOBAL,True,,,0.0,,9.7,1.0,,low,low
REPUBLIC OF KOREA,OM,14884,Games,1000000 - 5000000,tablet,True,False,high,99.0,4.063634357547744,13.833333333333334,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Tools,1000 - 5000,GLOBAL,True,,,0.0,,83.3,2.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Finance,500 - 1000,GLOBAL,True,,,99.0,,28.9,4.0,,low,low
RUSSIAN FEDERATION,APAC,82960,Games,10000000 - 50000000,smartphone,True,False,high,0.0,0.0921847040476247,67.26666666666667,4.0,medium,low,low
UNITED KINGDOM,GLOBAL,2,News,,GLOBAL,True,True,low,99.0,,135.16666666666666,0.0,medium,low,low
NEW ZEALAND,EMEA,165,Games,,smartphone,True,True,low,99.0,7.147477611838212,14.466666666666669,4.0,,low,low
UNITED STATES,GLOBAL,0,Business,,GLOBAL,True,False,high,99.0,,63.46666666666666,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,19.966666666666665,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,True,False,high,99.0,,87.3,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,10 - 50,GLOBAL,True,,,99.0,,58.03333333333333,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,31.433333333333334,0.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,4940,Games,1000000 - 5000000,GLOBAL,True,False,high,0.0,,90.63333333333334,3.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,5.5,0.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,500 - 1000,GLOBAL,True,,,99.0,,17.466666666666665,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,69,Tools,10000 - 50000,GLOBAL,True,,,0.0,,80.26666666666665,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,34,Events,100 - 500,GLOBAL,True,,,0.0,,22.53333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,False,high,99.0,,108.93333333333334,0.0,,high,low
CANNOT IDENTIFY COUNTRY,GLOBAL,7,Tools,10 - 50,GLOBAL,True,,,0.0,,46.03333333333333,5.0,,low,low
UNITED STATES,JO,761967,Games,,smartphone,True,True,low,99.0,0.0345599884706843,65.3,4.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,0.0,,64.1,0.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Travel & Local,5 - 10,GLOBAL,,,,99.0,,82.53333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,85,Personalization,1000 - 5000,GLOBAL,True,,,0.0,,18.33333333333333,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,True,,,,,55.06666666666667,0.0,,high,low
UNITED ARAB EMIRATES,GLOBAL,0,Lifestyle,,GLOBAL,True,,,99.0,,26.666666666666668,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Lifestyle,1000 - 5000,GLOBAL,True,,,0.0,,103.96666666666668,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,,,,0.0,,61.93333333333333,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1000 - 5000,GLOBAL,True,,,0.0,,73.33333333333333,5.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,408,Education,100000 - 500000,GLOBAL,True,False,high,0.0,,143.3,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,TN,211077,Games,10000000 - 50000000,GLOBAL,True,False,high,99.0,39.47005874081167,18.1,4.0,,medium,low
CYPRUS,AM,8819,Games,,GLOBAL,True,False,high,99.0,2.1596379059056914,14.6,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GB,225629,Games,10000000 - 50000000,GLOBAL,True,True,low,99.0,0.7985621247500932,23.666666666666668,4.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,False,high,99.0,,3.2333333333333334,0.0,,low,low
INDIA,GLOBAL,0,Personalization,100 - 500,GLOBAL,True,False,high,0.0,,50.333333333333336,,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,24,Shopping,5000 - 10000,GLOBAL,True,,,0.0,,108.5,4.0,,low,low
FINLAND,GLOBAL,0,Games,50 - 100,GLOBAL,True,,,99.0,,76.43333333333332,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,55.06666666666667,0.0,,high,low
UNITED STATES,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,13.666666666666666,0.0,,high,low
AUSTRALIA,US,2806,Games,500000 - 1000000,GLOBAL,True,False,high,99.0,3687.085441596308,21.1,4.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,420,Games,5000 - 10000,GLOBAL,True,True,low,99.0,,112.6,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,News,,GLOBAL,True,,,0.0,,57.56666666666667,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,True,,,0.0,,38.16666666666666,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,,,,,42.56666666666667,0.0,,low,low
UNITED STATES,,18303,Games,,GLOBAL,True,,,99.0,1.342622214298449,118.66666666666669,4.0,low,high,medium
ISLE OF MAN,GLOBAL,236145,Games,1000000 - 5000000,GLOBAL,True,,,99.0,,66.56666666666666,4.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Education,,GLOBAL,True,,,,,49.333333333333336,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,82,Books & Reference,10000 - 50000,GLOBAL,True,,,0.0,,49.3,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,,,0.0,,34.5,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,ID,19,Productivity,,GLOBAL,True,False,high,,4.1064572539182205,4.3,4.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,32.86666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,10 - 50,GLOBAL,True,,,0.0,,10.9,0.0,,low,low
SINGAPORE,PL,4695807,Tools,100000000 - 500000000,GLOBAL,True,,,0.0,0.0123456587644442,133.16666666666666,4.0,low,low,low
CHINA,GLOBAL,0,Lifestyle,5 - 10,GLOBAL,True,,,99.0,,64.0,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,APAC,3135,News,,tablet,True,False,high,99.0,6.036954522533093,160.4,4.0,medium,medium,low
ARGENTINA,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,False,high,0.0,,10.333333333333334,,,low,low
UNITED STATES,IN,10994,Games,1000000 - 5000000,GLOBAL,True,False,high,0.0,0.0681698805157932,63.86666666666667,4.0,medium,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,,,0.0,,66.3,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Entertainment,50 - 100,GLOBAL,,,,0.0,,77.2,4.0,,low,low
CANNOT IDENTIFY COUNTRY,RU,9300,Games,5000000 - 10000000,smartphone,True,True,low,0.0,2072.46263460349,26.066666666666663,4.0,,medium,low
CHINA,GLOBAL,175,Games,,tablet,True,,,99.0,,105.16666666666669,3.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,,GLOBAL,True,,,99.0,,58.46666666666666,5.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,500 - 1000,GLOBAL,,,,0.0,,61.4,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,True,,,,,18.3,0.0,,low,low
OMAN,,238,Productivity,50000 - 100000,tablet,True,,,0.0,190.69438930698848,2.3,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,45.2,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,0.0,,30.933333333333334,0.0,,high,low
POLAND,GLOBAL,314,Books & Reference,50000 - 100000,GLOBAL,True,,,99.0,,91.33333333333333,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,,,0.0,,31.03333333333333,,,low,low
INDONESIA,GLOBAL,8,Productivity,100 - 500,GLOBAL,True,,,0.0,,24.5,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Utilities,,GLOBAL,True,,,,,17.233333333333334,5.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,34,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,109.8,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,231,Food & Drink,,GLOBAL,True,,,,,101.66666666666669,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,True,,,,,11.3,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1 - 5,GLOBAL,True,,,0.0,,20.03333333333333,,,low,low
UNITED STATES,GLOBAL,0,Business,,GLOBAL,True,True,low,,,64.83333333333333,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Utilities,,GLOBAL,True,False,high,,,60.03333333333333,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,30,Business,,GLOBAL,True,,,99.0,,19.23333333333333,4.0,,high,low
CANNOT IDENTIFY COUNTRY,PT,11848,Utilities,,smartphone,True,True,low,99.0,1.100564748640032,83.93333333333332,4.0,medium,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music,,GLOBAL,,,,,,106.06666666666666,0.0,,low,low
UNITED STATES,GLOBAL,0,Productivity,10 - 50,GLOBAL,True,,,99.0,,24.83333333333333,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,EMEA,4543,Games,1000000 - 5000000,smartphone,True,False,high,99.0,1046.0299855427215,9.6,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,SA,487502,Tools,5000000 - 10000000,smartphone,True,False,high,0.0,980.3972211769512,15.033333333333331,4.0,,medium,low
UNITED KINGDOM,GLOBAL,5,Productivity,,GLOBAL,True,True,low,,,107.3,4.0,,low,low
BANGLADESH,GLOBAL,0,Education,100 - 500,GLOBAL,True,,,0.0,,76.93333333333332,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,240,Video Players & Editors,10000 - 50000,tablet,True,,,0.0,,4.766666666666667,4.0,,high,low
UNITED KINGDOM,ZM,2411225,Health & Fitness,100000000 - 500000000,GLOBAL,True,False,high,99.0,0.2166922784945808,95.9,4.0,medium,low,low
CHINA,GLOBAL,0,Personalization,10 - 50,GLOBAL,True,,,99.0,,129.83333333333334,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,4.133333333333334,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,Lifestyle,,GLOBAL,True,,,99.0,,67.3,2.0,,low,low
CHINA,GE,36421,Games,1000000 - 5000000,GLOBAL,True,True,low,99.0,6.894841162523552,50.0,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,48,Books & Reference,5000 - 10000,GLOBAL,True,,,0.0,,54.96666666666666,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,51.46666666666666,0.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,US,2313,Games,,tablet,True,True,low,,103.891466370833,158.1,4.0,medium,high,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Lifestyle,,GLOBAL,True,,,99.0,,107.0,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,,,,,,120.06666666666666,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,,,,,,96.7333333333333,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,10 - 50,GLOBAL,True,,,0.0,,27.066666666666663,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Photography,5000 - 10000,GLOBAL,True,,,0.0,,112.66666666666669,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,,14371,Books & Reference,1000000 - 5000000,GLOBAL,True,False,high,0.0,15.650133360711465,85.03333333333333,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,,,48.9,0.0,,low,low
UNITED ARAB EMIRATES,SO,53641,Games,10000000 - 50000000,smartphone,True,False,high,0.0,26.322967470382,19.8,4.0,,medium,low
UNITED STATES,GLOBAL,1,Food & Drink,,GLOBAL,True,,,99.0,,58.73333333333333,5.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Social,10 - 1,GLOBAL,True,,,0.0,,30.433333333333334,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,500 - 1000,GLOBAL,True,,,0.0,,33.233333333333334,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,LATAM,5720,Games,,smartphone,True,False,high,,117.4600657338444,26.966666666666665,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,80,Games,5000 - 10000,GLOBAL,True,,,0.0,,44.9,3.0,,low,low
CYPRUS,CN,4683154,Games,100000000 - 500000000,GLOBAL,True,True,low,99.0,0.528029041867378,94.4,4.0,medium,medium,low
CYPRUS,ZM,14561,Games,1000000 - 5000000,smartphone,True,False,high,0.0,22.447802690129706,144.5,3.0,low,low,low
CANADA,GLOBAL,0,Games,10 - 50,GLOBAL,True,,,0.0,,53.133333333333326,,,low,low
CYPRUS,LATAM,63187,Entertainment,10000000 - 50000000,GLOBAL,True,True,low,0.0,2.385376217909475,59.4,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,,,,99.0,,102.96666666666668,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1000 - 5000,GLOBAL,,,,0.0,,44.23333333333333,,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1000 - 5000,GLOBAL,True,,,0.0,,29.03333333333333,,,low,low
SWITZERLAND,US,3979,Games,,smartphone,True,True,low,99.0,4886.066324890128,25.33333333333333,4.0,,low,low
TURKEY,GLOBAL,0,Shopping,5 - 10,GLOBAL,True,,,0.0,,38.93333333333333,0.0,,low,low
JAPAN,GLOBAL,11,Personalization,1000 - 5000,GLOBAL,False,False,high,99.0,,136.13333333333333,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,31,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,28.6,3.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,HK,45903,Games,1000000 - 5000000,GLOBAL,True,True,low,0.0,29.994358384441814,19.5,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8361,Productivity,5000000 - 10000000,GLOBAL,True,,,0.0,,21.33333333333333,3.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News,,GLOBAL,True,,,,,5.3,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,10 - 50,GLOBAL,True,,,0.0,,16.533333333333335,5.0,,low,low
CYPRUS,VN,88615,Games,10000000 - 50000000,tablet,True,True,low,99.0,32.21653842144281,59.766666666666666,4.0,medium,low,high
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,105,Games,5000 - 10000,GLOBAL,,,,0.0,,134.56666666666666,3.0,,low,low
UNITED STATES,NG,28693,Medical,,smartphone,True,True,low,99.0,3.890805731370501,129.13333333333333,4.0,medium,medium,low
GERMANY,GLOBAL,2812,Books & Reference,500000 - 1000000,GLOBAL,True,False,high,0.0,,136.36666666666667,4.0,low,low,low
UNITED STATES,PL,0,Food & Drink,5000 - 10000,GLOBAL,True,False,high,0.0,0.4317430807276103,34.36666666666667,0.0,,medium,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,1 - 5,GLOBAL,True,,,0.0,,25.766666666666666,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,10 - 50,GLOBAL,,,,99.0,,55.16666666666666,,,high,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,,,0.0,,56.7,,,medium,low
UNITED STATES,GLOBAL,0,Maps & Navigation,10 - 50,GLOBAL,True,,,0.0,,63.3,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,,,,,77.36666666666666,0.0,,low,low
HONG KONG,NZ,210788,Games,10000000 - 50000000,smartphone,True,False,high,0.0,2.904290395731568,30.933333333333334,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,,58359,Social,1000000 - 5000000,smartphone,True,False,high,0.0,87.7664912778728,27.366666666666667,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,37,Weather,1000 - 5000,GLOBAL,,,,0.0,,106.43333333333334,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,20,Shopping,10000 - 50000,GLOBAL,True,False,high,99.0,,102.86666666666666,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,50 - 100,GLOBAL,True,True,low,99.0,,7.866666666666665,0.0,,medium,low
CANNOT IDENTIFY COUNTRY,ZA,32284,Games,10000000 - 50000000,smartphone,True,True,low,0.0,21.780417033191316,6.2,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Entertainment,10000 - 50000,GLOBAL,True,,,0.0,,102.1,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Productivity,1000 - 5000,GLOBAL,True,,,99.0,,36.9,2.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,True,,,,,117.46666666666668,2.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,404,Games,100000 - 500000,GLOBAL,True,,,0.0,,75.46666666666667,3.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,IT,2181,Video Players & Editors,500000 - 1000000,smartphone,True,False,high,0.0,0.605878807418672,20.9,4.0,,low,low
NETHERLANDS,GLOBAL,0,Health & Fitness,100 - 500,GLOBAL,True,,,0.0,,61.0,,,low,low
UNITED STATES,LATAM,4814,Games,500000 - 1000000,smartphone,True,False,high,0.0,225.11146255571896,69.93333333333334,4.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,True,,,,,0.8,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,US,43,Games,10000 - 50000,GLOBAL,True,False,high,0.0,21.680175517567847,20.966666666666665,4.0,,low,low
ICELAND,GLOBAL,0,Dating,5 - 10,GLOBAL,True,,,99.0,,57.36666666666667,,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,188,Personalization,10000 - 50000,smartphone,True,,,0.0,,89.76666666666665,4.0,medium,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,500 - 1000,GLOBAL,True,,,99.0,,21.266666666666666,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,36.43333333333333,,,low,low
UNITED STATES,GLOBAL,474,Social,10000 - 50000,GLOBAL,True,True,low,99.0,,94.66666666666669,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,99.0,,66.13333333333334,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,76,Education,,GLOBAL,,,,,,79.86666666666666,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,True,,,,,55.9,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,5000 - 10000,GLOBAL,True,,,0.0,,57.56666666666667,,,low,low
GERMANY,TH,9473,Games,100000 - 500000,smartphone,True,False,high,99.0,19.54119104765703,60.16666666666666,3.0,medium,low,low
HONG KONG,IT,5809894,Games,100000000 - 500000000,GLOBAL,True,False,high,0.0,6435.05751424466,66.2,4.0,medium,medium,low
INDONESIA,GLOBAL,0,Games,50 - 100,smartphone,True,True,low,0.0,,22.2,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,10 - 50,GLOBAL,True,,,0.0,,25.266666666666666,,,high,low
CANNOT IDENTIFY COUNTRY,GLOBAL,8,Business,1000 - 5000,GLOBAL,True,,,0.0,,52.86666666666667,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,PT,2582,Games,1000000 - 5000000,GLOBAL,True,False,high,0.0,15.970449642500952,27.633333333333333,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,1000 - 5000,GLOBAL,True,,,0.0,,3.466666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,55,Finance,10000 - 50000,GLOBAL,True,True,low,99.0,,45.133333333333326,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,Productivity,,GLOBAL,True,,,99.0,,80.0,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,35,Sports,,GLOBAL,True,,,,,21.9,5.0,,high,low
JORDAN,GLOBAL,0,Comics,100 - 500,GLOBAL,True,False,high,0.0,,35.5,,,low,low
INDIA,IN,2050310,Entertainment,100000000 - 500000000,smartphone,True,True,low,99.0,15636.581171615706,107.23333333333332,3.0,medium,medium,low
UNITED STATES,GLOBAL,166,Sports,,GLOBAL,True,True,low,99.0,,78.46666666666667,2.0,,low,low
UNITED STATES,HN,190,Games,,GLOBAL,True,False,high,,0.9073407062533856,4.8,4.0,,high,low
UNITED KINGDOM,GLOBAL,6,Business,,GLOBAL,,,,99.0,,119.4,0.0,,low,low
MOROCCO,GLOBAL,1001,Communication,100000 - 500000,smartphone,True,False,high,0.0,,113.23333333333332,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,,,0.0,,28.566666666666663,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Lifestyle,,GLOBAL,,,,,,107.36666666666666,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,99.0,,74.3,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,LATAM,20505,Books & Reference,500000 - 1000000,GLOBAL,True,,,0.0,0.1106440677966101,117.2,4.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,,GLOBAL,True,True,low,99.0,,132.0,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3,Health & Fitness,,GLOBAL,True,,,,,45.56666666666667,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,1000 - 5000,GLOBAL,True,,,99.0,,20.166666666666668,0.0,,low,low
CYPRUS,AE,319884,Games,100000000 - 500000000,smartphone,True,True,low,99.0,34.74598471179757,56.23333333333333,4.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3,Social Networking,,GLOBAL,,,,,,83.3,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,100 - 500,GLOBAL,False,False,high,0.0,,,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21,Business,1000 - 5000,GLOBAL,True,False,high,99.0,,122.7,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,CO,666,Games,,GLOBAL,True,False,high,99.0,0.3274576789949821,4.6,4.0,,low,low
